nvda_close,nvda_dif_open_close,nvda_range_day,nvda_sign_day,tsla_close,tsla_dif_open_close,tsla_range_day,tsla_sign_day,msft_close,msft_dif_open_close,msft_range_day,msft_sign_day,amzn_close,amzn_dif_open_close,amzn_range_day,amzn_sign_day,amd_close,amd_dif_open_close,amd_range_day,amd_sign_day,intc_close,intc_dif_open_close,intc_range_day,intc_sign_day,btc_usd,date
232.86000061035156,-0.6100006103515625,5.2700042724609375,-,196.8800048828125,-0.5500030517578125,4.8699951171875,-,249.22000122070312,0.7400054931640625,2.899993896484375,+,93.5,0.029998779296875,1.8199996948242188,+,78.08999633789062,-0.339996337890625,1.8699951171875,-,25.139999389648438,0.07999992370605469,0.43000030517578125,+,,2023-02-24
,,,,,,,,,,,,,,,,,,,,,,,,23483.82,2023-02-26
